x1,x2,x3,a,x11,x12,x13,r,d
-0.91372967,-0.40632266,-1.9729795,-1.1186551,-0.9564672,-0.2918399,-2.44552,0,0
-0.9564672,-0.2918399,-2.44552,-1.4453648,-0.98845667,-0.15150402,-2.8812044,0,0
-0.98845667,-0.15150402,-2.8812044,-0.4246323,-0.99999964,0.000836686,-3.0585272,0,0
-0.99999964,0.000836686,-3.0585272,-0.7644177,-0.98731244,0.15878983,-3.1725624,0,0
-0.98731244,0.15878983,-3.1725624,0.14700665,-0.95201707,0.30604488,-3.031419,0,0
-0.95201707,0.30604488,-3.031419,1.4815238,-0.90474373,0.4259563,-2.5796568,0,0
-0.90474373,0.4259563,-2.5796568,1.7014294,-0.8575712,0.5143653,-2.0049753,0,0
-0.8575712,0.5143653,-2.0049753,1.8060517,-0.8209737,0.570966,-1.3482935,0,0
-0.8209737,0.570966,-1.3482935,-0.22201118,-0.79283434,0.6094372,-0.9533707,0,0
-0.79283434,0.6094372,-0.9533707,-1.198459,-0.7717845,0.6358842,-0.67606163,0,0
-0.7717845,0.6358842,-0.67606163,-1.0521047,-0.76031274,0.6495572,-0.35696414,0,0
-0.76031274,0.6495572,-0.35696414,-0.7358531,-0.7609563,0.6488032,0.019825766,0,0
-0.7609563,0.6488032,0.019825766,-1.9933273,-0.7676442,0.6408762,0.20742905,0,0
-0.7676442,0.6408762,0.20742905,0.26381192,-0.790448,0.6125291,0.727658,0,0
-0.790448,0.6125291,0.727658,1.8493104,-0.83314085,0.5530609,1.4644514,0,0
-0.83314085,0.5530609,1.4644514,1.9506862,-0.88817364,0.459508,2.17185,0,0
-0.88817364,0.459508,2.17185,-0.67055845,-0.937073,0.34913355,2.4158971,0,0
-0.937073,0.34913355,2.4158971,-0.57860154,-0.9743238,0.22515142,2.5909572,0,0
-0.9743238,0.22515142,2.5909572,0.3772321,-0.9962804,0.08617117,2.8164055,0,0
-0.9962804,0.08617117,2.8164055,-1.873286,-0.99904424,-0.043709945,2.600041,0,0
-0.99904424,-0.043709945,2.600041,-1.8961998,-0.9875651,-0.15721041,2.2828286,0,0
-0.9875651,-0.15721041,2.2828286,-1.2660515,-0.9672544,-0.25380877,1.975013,0,0
-0.9672544,-0.25380877,1.975013,-0.33242178,-0.9416303,-0.33664873,1.7347932,0,0
-0.9416303,-0.33664873,1.7347932,-0.50724244,-0.9156531,-0.40196937,1.4062202,0,0
-0.9156531,-0.40196937,1.4062202,-1.9713861,-0.89864814,-0.43867022,0.8090353,0,0
-0.89864814,-0.43867022,0.8090353,-0.13298605,-0.88831997,-0.45922506,0.46008474,0,0
-0.88831997,-0.45922506,0.46008474,1.1699001,-0.8815409,-0.47210768,0.29115096,0,0
-0.8815409,-0.47210768,0.29115096,-1.9151256,-0.8896719,-0.4566004,-0.35019866,0,0
-0.8896719,-0.4566004,-0.35019866,-0.8519691,-0.9076489,-0.4197302,-0.82044435,0,0
-0.9076489,-0.4197302,-0.82044435,-0.6878513,-0.9318829,-0.36275917,-1.2384197,0,0
-0.9318829,-0.36275917,-1.2384197,1.4415598,-0.95339113,-0.30173722,-1.294255,0,0
-0.95339113,-0.30173722,-1.294255,0.9506695,-0.9719018,-0.23538668,-1.3779576,0,0
-0.9719018,-0.23538668,-1.3779576,0.15155056,-0.98706293,-0.16033316,-1.531765,0,0
-0.98706293,-0.16033316,-1.531765,0.860543,-0.9963997,-0.0847796,-1.5229334,0,0
-0.9963997,-0.0847796,-1.5229334,0.506861,-0.99995625,-0.009356907,-1.510489,0,0
-0.99995625,-0.009356907,-1.510489,1.3440733,-0.99840784,0.056407783,-1.3158957,0,0
-0.99840784,0.056407783,-1.3158957,0.44705263,-0.99319077,0.116499186,-1.2065319,0,0
-0.99319077,0.116499186,-1.2065319,0.74327713,-0.9860633,0.1663704,-1.0076659,0,0
-0.9860633,0.1663704,-1.0076659,-0.29063225,-0.9773013,0.21185414,-0.926483,0,0
-0.9773013,0.21185414,-0.926483,-0.4848538,-0.96754014,0.2527174,-0.8403204,0,0
-0.96754014,0.2527174,-0.8403204,0.05660448,-0.95892674,0.28365391,-0.6422917,0,0
-0.95892674,0.28365391,-0.6422917,-1.1379596,-0.94998306,0.3123014,-0.60024524,0,0
-0.94998306,0.3123014,-0.60024524,0.060498707,-0.9442584,0.32920533,-0.35694435,0,0
-0.9442584,0.32920533,-0.35694435,-1.1554505,-0.9394996,0.34254998,-0.28335792,0,0
-0.9394996,0.34254998,-0.28335792,-0.870328,-0.93678176,0.3499142,-0.15699464,0,0
-0.93678176,0.3499142,-0.15699464,0.011321443,-0.9386428,0.3448909,0.10713921,0,0
-0.9386428,0.3448909,0.10713921,-0.3815779,-0.943852,0.33036852,0.30857068,0,0
-0.943852,0.33036852,0.30857068,-0.5840338,-0.95133495,0.30815867,0.468742,0,0
-0.95133495,0.30815867,0.468742,0.84805876,-0.9632614,0.2685654,0.8270698,0,0
-0.9632614,0.2685654,0.8270698,-0.69542724,-0.97463894,0.22378322,0.9241798,0,0
-0.97463894,0.22378322,0.9241798,0.9667778,-0.9866078,0.16311066,1.2370338,0,0
-0.9866078,0.16311066,1.2370338,0.9120628,-0.9960391,0.088916324,1.4961762,0,0
-0.9960391,0.088916324,1.4961762,1.5758178,-0.9999996,-0.00092790276,1.7992362,0,0
-0.9999996,-0.00092790276,1.7992362,1.8755585,-0.99450076,-0.104729205,2.079874,0,0
-0.99450076,-0.104729205,2.079874,1.8733392,-0.97610694,-0.21729071,2.2823281,0,0
-0.97610694,-0.21729071,2.2823281,1.4646703,-0.94408405,-0.32970494,2.3390605,0,0
-0.94408405,-0.32970494,2.3390605,1.0077189,-0.9012554,-0.43328816,2.2429397,0,0
-0.9012554,-0.43328816,2.2429397,-0.7592769,-0.8585599,-0.5127133,1.804082,0,0
-0.8585599,-0.5127133,1.804082,1.9473962,-0.8115917,-0.5842251,1.7116565,0,0
-0.8115917,-0.5842251,1.7116565,1.610155,-0.7650512,-0.6439695,1.5150108,0,0
-0.7650512,-0.6439695,1.5150108,0.8087157,-0.72666425,-0.68699276,1.1533412,0,0
-0.72666425,-0.68699276,1.1533412,1.8904134,-0.69424534,-0.7197384,0.9216586,0,0
-0.69424534,-0.7197384,0.9216586,-0.40963,-0.6826262,-0.7307677,0.32041022,0,0
-0.6826262,-0.7307677,0.32041022,0.90731025,-0.68596476,-0.7276347,-0.09156904,0,0
-0.68596476,-0.7276347,-0.09156904,-1.9404948,-0.7189895,-0.695021,-0.9283693,0,0
-0.7189895,-0.695021,-0.9283693,-1.1978185,-0.7731625,-0.63420796,-1.6293079,0,0
-0.7731625,-0.63420796,-1.6293079,1.3078668,-0.8300804,-0.5576437,-1.9087838,0,0
-0.8300804,-0.5576437,-1.9087838,-1.1445472,-0.89309865,-0.44986087,-2.4986987,0,0
-0.89309865,-0.44986087,-2.4986987,-1.1846943,-0.95051104,-0.31069073,-3.0137985,0,0
-0.95051104,-0.31069073,-3.0137985,1.2975385,-0.98669446,-0.1625854,-3.0521858,0,0
-0.98669446,-0.1625854,-3.0521858,-1.4253509,-0.99998146,0.006085987,-3.3879273,0,0
-0.99998146,0.006085987,-3.3879273,-0.5392051,-0.9839691,0.17833908,-3.4642437,0,0
-0.9839691,0.17833908,-3.4642437,0.41424623,-0.9418455,0.33604622,-3.2683525,0,0
-0.9418455,0.33604622,-3.2683525,0.08573801,-0.8809697,0.4731727,-3.003457,0,0
-0.8809697,0.4731727,-3.003457,-0.2590262,-0.80963856,0.5869288,-2.6874313,0,0
-0.80963856,0.5869288,-2.6874313,1.4893098,-0.7462057,0.66571546,-2.0238385,0,0
-0.7462057,0.66571546,-2.0238385,0.5270242,-0.69618493,0.7178625,-1.4454982,0,0
-0.69618493,0.7178625,-1.4454982,-0.84622836,-0.65815645,0.75288117,-1.0340356,0,0
-0.65815645,0.75288117,-1.0340356,-0.56541175,-0.6370446,0.77082694,-0.55418646,0,0
-0.6370446,0.77082694,-0.55418646,-0.30775186,-0.6361875,0.7715345,-0.022229064,0,0
-0.6361875,0.7715345,-0.022229064,1.6777722,-0.66683316,0.745207,0.80808765,0,0
-0.66683316,0.745207,0.80808765,0.54324096,-0.71900874,0.695001,1.448479,0,1
-0.592628,0.80547625,-0.63997805,-0.34553957,-0.5890902,0.80806726,-0.08770176,1,0
-0.5890902,0.80806726,-0.08770176,0.5956564,-0.61336756,0.7897976,0.6076971,0,0
-0.61336756,0.7897976,0.6076971,-1.271655,-0.6524268,0.7578517,1.0092971,0,0
-0.6524268,0.7578517,1.0092971,-1.269227,-0.70338416,0.7108099,1.3873018,0,0
-0.70338416,0.7108099,1.3873018,-0.30625013,-0.7668193,0.64186305,1.8744718,0,0
-0.7668193,0.64186305,1.8744718,-1.3051207,-0.8315409,0.55546355,2.160101,0,0
-0.8315409,0.55546355,2.160101,0.47589213,-0.8975937,0.44082376,2.6480825,0,0
-0.8975937,0.44082376,2.6480825,-1.0520507,-0.95065016,0.31026483,2.8208926,0,0
-0.95065016,0.31026483,2.8208926,1.8970323,-0.9889846,0.14801839,3.3381462,0,0
-0.9889846,0.14801839,3.3381462,-1.4635477,-0.99991655,-0.012916742,3.2296278,0,0
-0.99991655,-0.012916742,3.2296278,0.026281744,-0.98488086,-0.17323287,3.2238824,0,0
-0.98488086,-0.17323287,3.2238824,-1.5438409,-0.95010304,-0.31193626,2.8623817,0,0
-0.95010304,-0.31193626,2.8623817,-1.4251724,-0.9056174,-0.4240956,2.4146535,0,0
-0.9056174,-0.4240956,2.4146535,-0.20616806,-0.85706747,-0.51520413,2.0656567,0,0
-0.85706747,-0.51520413,2.0656567,-0.3126308,-0.81221116,-0.58336353,1.6323589,0,0
-0.81221116,-0.58336353,1.6323589,-0.11188537,-0.77646077,-0.6301656,1.1780535,0,0
-0.77646077,-0.6301656,1.1780535,-1.3096529,-0.760174,-0.6497196,0.5089814,0,0
-0.760174,-0.6497196,0.5089814,1.0972222,-0.7540898,-0.65677136,0.18627502,0,0
-0.7540898,-0.65677136,0.18627502,0.19729003,-0.763104,-0.64627564,-0.27671,0,0
-0.763104,-0.64627564,-0.27671,1.6767782,-0.7793311,-0.62661237,-0.50990003,0,0
-0.7793311,-0.62661237,-0.50990003,-1.0673082,-0.81376165,-0.58119875,-1.1399555,0,0
-0.81376165,-0.58119875,-1.1399555,0.99539524,-0.8531127,-0.5217267,-1.4265453,0,0
-0.8531127,-0.5217267,-1.4265453,-1.3665069,-0.9014309,-0.43292302,-2.0228164,0,0
-0.9014309,-0.43292302,-2.0228164,-0.67918557,-0.9475665,-0.31955856,-2.4493866,0,0
-0.9475665,-0.31955856,-2.4493866,1.3865753,-0.97982544,-0.19985518,-2.481069,0,0
-0.97982544,-0.19985518,-2.481069,-1.9172118,-0.9984723,-0.055254854,-2.9185421,0,0
-0.9984723,-0.055254854,-2.9185421,-0.8103665,-0.99512386,0.09863328,-3.0815384,0,0
-0.99512386,0.09863328,-3.0815384,0.03391572,-0.96917963,0.24635518,-3.002476,0,0
-0.96917963,0.24635518,-3.002476,1.2121534,-0.9284003,0.3715816,-2.6358867,0,0
-0.9284003,0.3715816,-2.6358867,-0.21926598,-0.8774787,0.47961557,-2.3900902,0,0
-0.8774787,0.47961557,-2.3900902,0.85270566,-0.82795775,0.5607905,-1.9024729,0,0
-0.82795775,0.5607905,-1.9024729,0.06615534,-0.7844807,0.62015325,-1.4719566,0,0
-0.7844807,0.62015325,-1.4719566,1.502146,-0.7596549,0.6503264,-0.78151983,0,0
-0.7596549,0.6503264,-0.78151983,-0.9393794,-0.7453424,0.66668195,-0.43468192,0,0
-0.7453424,0.66668195,-0.43468192,-1.4106882,-0.74044657,0.67211527,-0.14627372,0,0
-0.74044657,0.67211527,-0.14627372,0.1642267,-0.7531628,0.6578342,0.38244674,0,0
-0.7531628,0.6578342,0.38244674,1.5253971,-0.78832906,0.6152538,1.1046319,0,0
-0.78832906,0.6152538,1.1046319,1.8507712,-0.84161836,0.5400727,1.8436879,0,0
-0.84161836,0.5400727,1.8436879,-1.4925468,-0.8918939,0.45224464,2.0248604,0,0
-0.8918939,0.45224464,2.0248604,0.19781654,-0.93951166,0.342517,2.3937163,0,0
-0.93951166,0.342517,2.3937163,0.039181676,-0.97659713,0.2150769,2.6564815,0,0
-0.97659713,0.2150769,2.6564815,-0.0963287,-0.9970674,0.07652868,2.8033397,0,0
-0.9970674,0.07652868,2.8033397,1.0246667,-0.9972545,-0.07405039,3.0144362,0,0
-0.9972545,-0.07405039,3.0144362,0.5757911,-0.9744849,-0.22445291,3.045267,0,0
-0.9744849,-0.22445291,3.045267,1.9083788,-0.9269708,-0.3751335,3.1631842,0,0
-0.9269708,-0.3751335,3.1631842,-0.8325712,-0.86663,-0.49895126,2.7569485,0,0
-0.86663,-0.49895126,2.7569485,-1.8196713,-0.80927616,-0.58742833,2.1097844,0,0
-0.80927616,-0.58742833,2.1097844,0.010557023,-0.7574373,-0.6529079,1.6707966,0,0
-0.7574373,-0.6529079,1.6707966,-1.1101105,-0.72335505,-0.69047624,1.0145991,0,0
-0.72335505,-0.69047624,1.0145991,0.3779544,-0.7039739,-0.7102259,0.5534351,0,0
-0.7039739,-0.7102259,0.5534351,1.752363,-0.69383174,-0.7201372,0.28362012,0,0
-0.69383174,-0.7201372,0.28362012,0.44542915,-0.7006298,-0.713525,-0.18966837,0,0
-0.7006298,-0.713525,-0.18966837,1.4929785,-0.7182772,-0.69575703,-0.50086534,0,0
-0.7182772,-0.69575703,-0.50086534,0.623825,-0.7498124,-0.6616505,-0.92910933,0,0
-0.7498124,-0.6616505,-0.92910933,-1.5750295,-0.8021329,-0.5971455,-1.6616017,0,0
-0.8021329,-0.5971455,-1.6616017,-1.3095345,-0.8655027,-0.5009042,-2.305891,0,0
-0.8655027,-0.5009042,-2.305891,-0.14747758,-0.92511475,-0.37968767,-2.7036908,0,0
-0.92511475,-0.37968767,-2.7036908,-1.8223096,-0.97448784,-0.22444017,-3.261803,0,0
-0.97448784,-0.22444017,-3.261803,0.33296064,-0.99835545,-0.05732762,-3.380189,0,0
-0.99835545,-0.05732762,-3.380189,-1.9957054,-0.99172086,0.1284124,-3.7225406,0,0
-0.99172086,0.1284124,-3.7225406,0.03557818,-0.9523907,0.30488023,-3.6208944,0,0
-0.9523907,0.30488023,-3.6208944,0.964108,-0.89057267,0.45484093,-3.2476182,0,0
-0.89057267,0.45484093,-3.2476182,0.99270445,-0.81960636,0.57292706,-2.7575817,0,0
-0.81960636,0.57292706,-2.7575817,-1.0091645,-0.74247706,0.6698715,-2.4792612,0,0
-0.74247706,0.6698715,-2.4792612,0.82603395,-0.6773195,0.735689,-1.8529524,0,0
-0.6773195,0.735689,-1.8529524,-0.31587654,-0.62621164,0.77965313,-1.3485671,0,0
-0.62621164,0.77965313,-1.3485671,1.1594678,-0.6029464,0.79778165,-0.5899071,0,0
-0.6029464,0.79778165,-0.5899071,-0.6397363,-0.5994491,0.80041283,-0.08753131,0,0
-0.5994491,0.80041283,-0.08753131,0.7601869,-0.62423587,0.78123593,0.6268064,0,0
-0.62423587,0.78123593,0.6268064,1.7085444,-0.6798835,0.7333201,1.469015,0,0
-0.6798835,0.7333201,1.469015,-1.0909258,-0.7448914,0.6671857,1.8553662,0,0
-0.7448914,0.6671857,1.8553662,-0.7977275,-0.81467986,0.579911,2.2360964,0,0
-0.81467986,0.579911,2.2360964,1.92514,-0.89128304,0.45344734,2.9598007,0,0
-0.89128304,0.45344734,2.9598007,-1.3883872,-0.95047116,0.31081274,3.091628,0,0
-0.95047116,0.31081274,3.091628,-1.6695538,-0.98685294,0.16162075,3.0743046,0,0
-0.98685294,0.16162075,3.0743046,-1.9417759,-0.99985343,0.017119251,2.9042537,0,0
-0.99985343,0.017119251,2.9042537,-1.8232111,-0.9933878,-0.11480678,2.6436114,0,0
-0.9933878,-0.11480678,2.6436114,-1.020162,-0.97244805,-0.23311974,2.4044821,0,0
-0.97244805,-0.23311974,2.4044821,-1.1159308,-0.94328797,-0.33197564,2.0622528,0,0
