x1,x2,x2_,a1,a2,x1_,x2_,x2__,r,d
-0.5391037,-0.00592150725,-0.00592150725,0.5,0.5,-0.5508304,-0.005863385,-0.005863385,0.0,0.0
-0.5508304,-0.005863385,-0.005863385,0.0,0.0,-0.5633532,-0.0062613795,-0.0062613795,0.0,0.0
-0.5633532,-0.0062613795,-0.0062613795,0.5,0.5,-0.5755785,-0.00611265375,-0.00611265375,0.0,0.0
-0.5755785,-0.00611265375,-0.00611265375,0.0,0.0,-0.58841556,-0.0064185185,-0.0064185185,0.0,0.0
-0.58841556,-0.0064185185,-0.0064185185,0.0,0.0,-0.6017695,-0.0066769845,-0.0066769845,0.0,0.0
-0.6017695,-0.0066769845,-0.0066769845,0.0,0.0,-0.6155426,-0.0068865235,-0.0068865235,0.0,0.0
-0.6155426,-0.0068865235,-0.0068865235,1.0,1.0,-0.62763476,-0.0060460905,-0.0060460905,0.0,0.0
-0.62763476,-0.0060460905,-0.0060460905,0.0,0.0,-0.6399593,-0.0061622585,-0.0061622585,0.0,0.0
-0.6399593,-0.0061622585,-0.0061622585,1.0,1.0,-0.6504287,-0.005234715,-0.005234715,0.0,0.0
-0.6504287,-0.005234715,-0.005234715,1.0,1.0,-0.6589697,-0.004270496,-0.004270496,0.0,0.0
-0.6589697,-0.004270496,-0.004270496,0.5,0.5,-0.66652304,-0.0037766945,-0.0037766945,0.0,0.0
-0.66652304,-0.0037766945,-0.0037766945,0.0,0.0,-0.6740371,-0.0037570005,-0.0037570005,0.0,0.0
-0.6740371,-0.0037570005,-0.0037570005,0.5,0.5,-0.6804607,-0.0032118142,-0.0032118142,0.0,0.0
-0.6804607,-0.0032118142,-0.0032118142,1.0,1.0,-0.6847508,-0.0021450535,-0.0021450535,0.0,0.0
-0.6847508,-0.0021450535,-0.0021450535,1.0,1.0,-0.6868788,-0.0010640011,-0.0010640011,0.0,0.0
-0.6868788,-0.0010640011,-0.0010640011,0.0,0.0,-0.6888306,-0.0009758951,-0.0009758951,0.0,0.0
-0.6888306,-0.0009758951,-0.0009758951,0.0,0.0,-0.6905933,-0.0008813407,-0.0008813407,0.0,0.0
-0.6905933,-0.0008813407,-0.0008813407,1.0,1.0,-0.69015527,0.000219019815,0.000219019815,0.0,0.0
-0.69015527,0.000219019815,0.000219019815,1.0,1.0,-0.6875194,0.001317939,0.001317939,0.0,0.0
-0.6875194,0.001317939,0.001317939,0.5,0.5,-0.683703,0.0019081635,0.0019081635,0.0,0.0
-0.683703,0.0019081635,0.0019081635,1.0,1.0,-0.6777316,0.00298573425,0.00298573425,0.0,0.0
-0.6777316,0.00298573425,0.00298573425,0.0,0.0,-0.67164487,0.00304335425,0.00304335425,0.0,0.0
-0.67164487,0.00304335425,0.00304335425,0.0,0.0,-0.66548395,0.003080454,0.003080454,0.0,0.0
-0.66548395,0.003080454,0.003080454,1.0,1.0,-0.65729076,0.004096601,0.004096601,0.0,0.0
-0.65729076,0.004096601,0.004096601,0.5,0.5,-0.64812154,0.004584613,0.004584613,0.0,0.0
-0.64812154,0.004584613,0.004584613,1.0,1.0,-0.63703996,0.0055407875,0.0055407875,0.0,0.0
-0.63703996,0.0055407875,0.0055407875,0.5,0.5,-0.6251239,0.0059580275,0.0059580275,0.0,0.0
-0.6251239,0.0059580275,0.0059580275,0.0,0.0,-0.6134581,0.0058328875,0.0058328875,0.0,0.0
-0.6134581,0.0058328875,0.0058328875,1.0,1.0,-0.6001265,0.0066657935,0.0066657935,0.0,0.0
-0.6001265,0.0066657935,0.0066657935,0.0,0.0,-0.58722603,0.006450258,0.006450258,0.0,0.0
-0.58722603,0.006450258,0.006450258,0.0,0.0,-0.57485116,0.0061874145,0.0061874145,0.0,0.0
-0.57485116,0.0061874145,0.0061874145,1.0,1.0,-0.56109345,0.00687885425,0.00687885425,0.0,0.0
-0.56109345,0.00687885425,0.00687885425,0.5,0.5,-0.5470551,0.007019163,0.007019163,0.0,0.0
-0.5470551,0.007019163,0.007019163,1.0,1.0,-0.53184104,0.007607052,0.007607052,0.0,0.0
-0.53184104,0.007607052,0.007607052,0.5,0.5,-0.51656514,0.007637957,0.007637957,0.0,0.0
-0.51656514,0.007637957,0.007637957,1.0,1.0,-0.50034195,0.008111583,0.008111583,0.0,0.0
-0.50034195,0.008111583,0.008111583,0.5,0.5,-0.48429307,0.008024441,0.008024441,0.0,0.0
-0.48429307,0.008024441,0.008024441,0.0,0.0,-0.4695383,0.0073773855,0.0073773855,0.0,0.0
-0.4695383,0.0073773855,0.0073773855,1.0,1.0,-0.4541872,0.0076755465,0.0076755465,0.0,0.0
-0.4541872,0.0076755465,0.0076755465,1.0,1.0,-0.43835294,0.00791713,0.00791713,0.0,0.0
-0.43835294,0.00791713,0.00791713,0.0,0.0,-0.4241511,0.0071009315,0.0071009315,0.0,0.0
-0.4241511,0.0071009315,0.0071009315,1.0,1.0,-0.40968406,0.00723351025,0.00723351025,0.0,0.0
-0.40968406,0.00723351025,0.00723351025,0.0,0.0,-0.39705488,0.006314597,0.006314597,0.0,0.0
-0.39705488,0.006314597,0.006314597,0.0,0.0,-0.38635212,0.005351374,0.005351374,0.0,0.0
-0.38635212,0.005351374,0.005351374,0.5,0.5,-0.3766499,0.004851118,0.004851118,0.0,0.0
-0.3766499,0.004851118,0.004851118,0.0,0.0,-0.3690144,0.00381773665,0.00381773665,0.0,0.0
-0.3690144,0.00381773665,0.00381773665,0.0,0.0,-0.36349723,0.0027586017,0.0027586017,0.0,0.0
-0.36349723,0.0027586017,0.0027586017,1.0,1.0,-0.35813513,0.00268104,0.00268104,0.0,0.0
-0.35813513,0.00268104,0.00268104,0.5,0.5,-0.3539637,0.0020857211,0.0020857211,0.0,0.0
-0.3539637,0.0020857211,0.0020857211,0.5,0.5,-0.3510103,0.00147669425,0.00147669425,0.0,0.0
-0.3510103,0.00147669425,0.00147669425,0.0,0.0,-0.35029426,0.0003580196,0.0003580196,0.0,0.0
-0.35029426,0.0003580196,0.0003580196,0.0,0.0,-0.35182023,-0.0007629868,-0.0007629868,0.0,0.0
-0.35182023,-0.0007629868,-0.0007629868,0.0,0.0,-0.35557827,-0.00187902035,-0.00187902035,0.0,0.0
-0.35557827,-0.00187902035,-0.00187902035,0.0,0.0,-0.36154377,-0.00298275265,-0.00298275265,0.0,0.0
-0.36154377,-0.00298275265,-0.00298275265,1.0,1.0,-0.3676774,-0.003066801,-0.003066801,0.0,0.0
-0.3676774,-0.003066801,-0.003066801,0.0,0.0,-0.3759382,-0.0041304155,-0.0041304155,0.0,0.0
-0.3759382,-0.0041304155,-0.0041304155,0.0,0.0,-0.38627064,-0.00516621,-0.00516621,0.0,0.0
-0.38627064,-0.00516621,-0.00516621,1.0,1.0,-0.39660412,-0.0051667455,-0.0051667455,0.0,0.0
-0.39660412,-0.0051667455,-0.0051667455,0.5,0.5,-0.4078672,-0.005631538,-0.005631538,0.0,0.0
-0.4078672,-0.005631538,-0.005631538,0.5,0.5,-0.41998094,-0.0060568645,-0.0060568645,0.0,0.0
-0.41998094,-0.0060568645,-0.0060568645,1.0,1.0,-0.43185934,-0.005939204,-0.005939204,0.0,0.0
-0.43185934,-0.005939204,-0.005939204,1.0,1.0,-0.44341713,-0.0057789,-0.0057789,0.0,0.0
-0.44341713,-0.0057789,-0.0057789,0.5,0.5,-0.45557052,-0.00607669,-0.00607669,0.0,0.0
-0.45557052,-0.00607669,-0.00607669,0.5,0.5,-0.46823058,-0.0063300285,-0.0063300285,0.0,0.0
-0.46823058,-0.0063300285,-0.0063300285,0.0,0.0,-0.48230398,-0.007036706,-0.007036706,0.0,0.0
-0.48230398,-0.007036706,-0.007036706,0.5,0.5,-0.4966863,-0.0071911655,-0.0071911655,0.0,0.0
-0.4966863,-0.0071911655,-0.0071911655,0.0,0.0,-0.5122703,-0.0077919775,-0.0077919775,0.0,0.0
-0.5122703,-0.0077919775,-0.0077919775,0.5,0.5,-0.5279392,-0.0078344515,-0.0078344515,0.0,0.0
-0.5279392,-0.0078344515,-0.0078344515,0.0,0.0,-0.5445755,-0.0083181755,-0.0083181755,0.0,0.0
-0.5445755,-0.0083181755,-0.0083181755,1.0,1.0,-0.56005466,-0.0077395645,-0.0077395645,0.0,0.0
-0.56005466,-0.0077395645,-0.0077395645,0.0,0.0,-0.5762609,-0.0081031265,-0.0081031265,0.0,0.0
-0.5762609,-0.0081031265,-0.0081031265,1.0,1.0,-0.5910739,-0.007406465,-0.007406465,0.0,0.0
-0.5910739,-0.007406465,-0.007406465,1.0,1.0,-0.6043842,-0.0066551575,-0.0066551575,0.0,0.0
-0.6043842,-0.0066551575,-0.0066551575,1.0,1.0,-0.61609447,-0.005855169,-0.005855169,0.0,0.0
-0.61609447,-0.005855169,-0.005855169,0.0,0.0,-0.62812,-0.00601274475,-0.00601274475,0.0,0.0
-0.62812,-0.00601274475,-0.00601274475,0.0,0.0,-0.64037436,-0.0061271815,-0.0061271815,0.0,0.0
-0.64037436,-0.0061271815,-0.0061271815,0.5,0.5,-0.6517707,-0.0056981755,-0.0056981755,0.0,0.0
-0.6517707,-0.0056981755,-0.0056981755,0.5,0.5,-0.6622293,-0.005229288,-0.005229288,0.0,0.0
-0.6622293,-0.005229288,-0.005229288,1.0,1.0,-0.67067784,-0.004224281,-0.004224281,0.0,0.0
-0.67067784,-0.004224281,-0.004224281,1.0,1.0,-0.67705876,-0.0031904575,-0.0031904575,0.0,0.0
-0.67705876,-0.0031904575,-0.0031904575,1.0,1.0,-0.68132895,-0.002135097,-0.002135097,0.0,0.0
-0.68132895,-0.002135097,-0.002135097,0.0,0.0,-0.6854598,-0.0020654365,-0.0020654365,0.0,0.0
-0.6854598,-0.0020654365,-0.0020654365,0.5,0.5,-0.6884239,-0.0014820312,-0.0014820312,0.0,0.0
-0.6884239,-0.0014820312,-0.0014820312,0.5,0.5,-0.6902015,-0.0008888188,-0.0008888188,0.0,0.0
-0.6902015,-0.0008888188,-0.0008888188,0.5,0.5,-0.690781,-0.0002897473,-0.0002897473,0.0,0.0
-0.690781,-0.0002897473,-0.0002897473,0.5,0.5,-0.69015855,0.00031123063,0.00031123063,0.0,0.0
-0.69015855,0.00031123063,0.00031123063,0.5,0.5,-0.6883382,0.0009101607,0.0009101607,0.0,0.0
-0.6883382,0.0009101607,0.0009101607,0.0,0.0,-0.68633205,0.0010030904,0.0010030904,0.0,0.0
-0.68633205,0.0010030904,0.0010030904,0.5,0.5,-0.6831533,0.00158938635,0.00158938635,0.0,0.0
-0.6831533,0.00158938635,0.00158938635,0.0,0.0,-0.67982304,0.00166512795,0.00166512795,0.0,0.0
-0.67982304,0.00166512795,0.00166512795,0.5,0.5,-0.6753635,0.0022297562,0.0022297562,0.0,0.0
-0.6753635,0.0022297562,0.0022297562,1.0,1.0,-0.6688047,0.00327941425,0.00327941425,0.0,0.0
-0.6688047,0.00327941425,0.00327941425,1.0,1.0,-0.66019094,0.0043068775,0.0043068775,0.0,0.0
-0.66019094,0.0043068775,0.0043068775,1.0,1.0,-0.64958113,0.005304883,0.005304883,0.0,0.0
-0.64958113,0.005304883,0.005304883,1.0,1.0,-0.63704884,0.006266149,0.006266149,0.0,0.0
-0.63704884,0.006266149,0.006266149,0.5,0.5,-0.623682,0.006683421,0.006683421,0.0,0.0
-0.623682,0.006683421,0.006683421,0.5,0.5,-0.6095758,0.0070531195,0.0070531195,0.0,0.0
-0.6095758,0.0070531195,0.0070531195,0.0,0.0,-0.5958318,0.0068719705,0.0068719705,0.0,0.0
-0.5958318,0.0068719705,0.0068719705,0.5,0.5,-0.58155036,0.007140729,0.007140729,0.0,0.0
-0.58155036,0.007140729,0.007140729,0.5,0.5,-0.5668365,0.00735695475,0.00735695475,0.0,0.0
-0.5668365,0.00735695475,0.00735695475,0.0,0.0,-0.55279917,0.0070186415,0.0070186415,0.0,0.0
-0.55279917,0.0070186415,0.0070186415,0.0,0.0,-0.5395432,0.006628003,0.006628003,0.0,0.0
-0.5395432,0.006628003,0.006628003,1.0,1.0,-0.52516764,0.007187772,0.007187772,0.0,0.0
-0.52516764,0.007187772,0.007187772,0.0,0.0,-0.5117803,0.006693655,0.006693655,0.0,0.0
-0.5117803,0.006693655,0.006693655,0.5,0.5,-0.49848163,0.006649345,0.006649345,0.0,0.0
-0.49848163,0.006649345,0.006649345,0.5,0.5,-0.48537114,0.00655524525,0.00655524525,0.0,0.0
-0.48537114,0.00655524525,0.00655524525,1.0,1.0,-0.47154674,0.0069122055,0.0069122055,0.0,0.0
-0.47154674,0.0069122055,0.0069122055,1.0,1.0,-0.45711112,0.0072178025,0.0072178025,0.0,0.0
-0.45711112,0.0072178025,0.0072178025,1.0,1.0,-0.4421709,0.007470124,0.007470124,0.0,0.0
-0.4421709,0.007470124,0.007470124,0.5,0.5,-0.4278353,0.0071677975,0.0071677975,0.0,0.0
-0.4278353,0.0071677975,0.0071677975,1.0,1.0,-0.41320807,0.007313604,0.007313604,0.0,0.0
-0.41320807,0.007313604,0.007313604,1.0,1.0,-0.39839375,0.007407164,0.007407164,0.0,0.0
-0.39839375,0.007407164,0.007407164,0.5,0.5,-0.38449654,0.0069486085,0.0069486085,0.0,0.0
-0.38449654,0.0069486085,0.0069486085,0.0,0.0,-0.37261257,0.005941984,0.005941984,0.0,0.0
-0.37261257,0.005941984,0.005941984,0.0,0.0,-0.36282268,0.004894949,0.004894949,0.0,0.0
-0.36282268,0.004894949,0.004894949,0.0,0.0,-0.3551924,0.003815145,0.003815145,0.0,0.0
-0.3551924,0.003815145,0.003815145,0.0,0.0,-0.3497721,0.002710146,0.002710146,0.0,0.0
-0.3497721,0.002710146,0.002710146,0.5,0.5,-0.3455972,0.002087441,0.002087441,0.0,1.0
-0.4457867,0.0,0.0,0.0,0.0,-0.44736502,-0.00078915235,-0.00078915235,1.0,0.0
-0.44736502,-0.00078915235,-0.00078915235,1.0,1.0,-0.4485101,-0.0005725434,-0.0005725434,0.0,0.0
-0.4485101,-0.0005725434,-0.0005725434,0.5,0.5,-0.4502136,-0.0008517505,-0.0008517505,0.0,0.0
-0.4502136,-0.0008517505,-0.0008517505,0.5,0.5,-0.45246306,-0.0011247273,-0.0011247273,0.0,0.0
-0.45246306,-0.0011247273,-0.0011247273,0.5,0.5,-0.45524198,-0.001389466,-0.001389466,0.0,0.0
-0.45524198,-0.001389466,-0.001389466,0.5,0.5,-0.45853,-0.0016440111,-0.0016440111,0.0,0.0
-0.45853,-0.0016440111,-0.0016440111,1.0,1.0,-0.46130297,-0.00138647225,-0.00138647225,0.0,0.0
-0.46130297,-0.00138647225,-0.00138647225,1.0,1.0,-0.4635404,-0.0011187241,-0.0011187241,0.0,0.0
-0.4635404,-0.0011187241,-0.0011187241,1.0,1.0,-0.46522585,-0.0008427264,-0.0008427264,0.0,0.0
-0.46522585,-0.0008427264,-0.0008427264,0.5,0.5,-0.46734688,-0.00106050775,-0.00106050775,0.0,0.0
-0.46734688,-0.00106050775,-0.00106050775,1.0,1.0,-0.46888778,-0.0007704526,-0.0007704526,0.0,0.0
-0.46888778,-0.0007704526,-0.0007704526,0.0,0.0,-0.47183716,-0.0014746989,-0.0014746989,0.0,0.0
-0.47183716,-0.0014746989,-0.0014746989,1.0,1.0,-0.47417322,-0.00116802575,-0.00116802575,0.0,0.0
-0.47417322,-0.00116802575,-0.00116802575,0.0,0.0,-0.4778786,-0.00185269315,-0.00185269315,0.0,0.0
-0.4778786,-0.00185269315,-0.00185269315,0.0,0.0,-0.48292583,-0.00252360665,-0.00252360665,0.0,0.0
-0.48292583,-0.00252360665,-0.00252360665,0.0,0.0,-0.48927733,-0.003175752,-0.003175752,0.0,0.0
-0.48927733,-0.003175752,-0.003175752,0.0,0.0,-0.49688578,-0.00380423035,-0.00380423035,0.0,0.0
-0.49688578,-0.00380423035,-0.00380423035,0.0,0.0,-0.5056944,-0.0044042965,-0.0044042965,0.0,0.0
-0.5056944,-0.0044042965,-0.0044042965,0.5,0.5,-0.5146372,-0.004471406,-0.004471406,0.0,0.0
-0.5146372,-0.004471406,-0.004471406,0.0,0.0,-0.52464724,-0.005005008,-0.005005008,0.0,0.0
-0.52464724,-0.005005008,-0.005005008,0.0,0.0,-0.53564936,-0.005501076,-0.005501076,0.0,0.0
-0.53564936,-0.005501076,-0.005501076,0.0,0.0,-0.54756117,-0.0059558965,-0.0059558965,0.0,0.0
-0.54756117,-0.0059558965,-0.0059558965,1.0,1.0,-0.5582934,-0.005366115,-0.005366115,0.0,0.0
-0.5582934,-0.005366115,-0.005366115,1.0,1.0,-0.5677659,-0.0047362445,-0.0047362445,0.0,0.0
-0.5677659,-0.0047362445,-0.0047362445,0.0,0.0,-0.5779081,-0.0050711025,-0.0050711025,0.0,0.0
-0.5779081,-0.0050711025,-0.0050711025,1.0,1.0,-0.58664477,-0.0043683425,-0.0043683425,0.0,0.0
-0.58664477,-0.0043683425,-0.0043683425,1.0,1.0,-0.5939114,-0.003633327,-0.003633327,0.0,0.0
-0.5939114,-0.003633327,-0.003633327,0.0,0.0,-0.60165465,-0.00387160575,-0.00387160575,0.0,0.0
-0.60165465,-0.00387160575,-0.00387160575,1.0,1.0,-0.60781777,-0.00308156385,-0.00308156385,0.0,0.0
-0.60781777,-0.00308156385,-0.00308156385,1.0,1.0,-0.61235595,-0.00226909225,-0.00226909225,0.0,0.0
-0.61235595,-0.00226909225,-0.00226909225,0.0,0.0,-0.61723626,-0.002440172,-0.002440172,0.0,0.0
-0.61723626,-0.002440172,-0.002440172,0.0,0.0,-0.6224235,-0.0025936315,-0.0025936315,0.0,0.0
-0.6224235,-0.0025936315,-0.0025936315,0.0,0.0,-0.62788045,-0.0027284435,-0.0027284435,0.0,0.0
-0.62788045,-0.0027284435,-0.0027284435,0.0,0.0,-0.6335679,-0.002843735,-0.002843735,0.0,0.0
-0.6335679,-0.002843735,-0.002843735,0.0,0.0,-0.6394455,-0.002938791,-0.002938791,0.0,0.0
-0.6394455,-0.002938791,-0.002938791,1.0,1.0,-0.6434716,-0.0020130585,-0.0020130585,0.0,0.0
